,Compound Score,Date,Negative Score,Neutral Score,Postive Score,Text,Tweets Ago,Username
330,-0.5423,Sat Jun 09 01:19:39 +0000 2018,0.273,0.727,0.0,Florida man who allegedly opened fire at a Trump resort is hit with charges. https://t.co/031efFbVeq,31,FoxNews
331,-0.6249,Sat Jun 09 01:13:04 +0000 2018,0.255,0.745,0.0,".@SeanHannity: ""President @BarackObama left Trump with unfettered international disaster after disaster."" #Hannity https://t.co/LlEF1vjut1",32,FoxNews
332,-0.7579,Sat Jun 09 01:01:12 +0000 2018,0.346,0.576,0.078,"When deputies arrested a suspected auto thief Friday, they were surprised to find a tiny accomplice riding with him… https://t.co/L5FLkFdMY7",33,FoxNews
333,-0.5106,Sat Jun 09 00:51:34 +0000 2018,0.171,0.829,0.0,South Carolina man fills in for his sick twin on school picture day: 'Nobody ever noticed' https://t.co/ceOhkYHYxs,34,FoxNews
334,0.5719,Sat Jun 09 00:46:18 +0000 2018,0.0,0.654,0.346,"North Korea's leadership loves iPhones, report says https://t.co/DwrWutbm1X",35,FoxNews
335,-0.6249,Sat Jun 09 00:33:41 +0000 2018,0.298,0.702,0.0,Ali Watkins' past tweets come back to haunt NYT reporter amid leak case https://t.co/j0DFBzmE0v,36,FoxNews
336,-0.6705,Sat Jun 09 00:27:02 +0000 2018,0.333,0.667,0.0,"Florida woman reportedly dragged by alligator into pond confirmed dead, authorities say https://t.co/55tbQwMORS",37,FoxNews
337,-0.2235,Sat Jun 09 00:23:43 +0000 2018,0.112,0.888,0.0,".@JumaaneWilliams on sanctuary city debate: ""Human beings, whether they're citizens or not citizens, commit crimes.… https://t.co/1Ek6euWxeV",38,FoxNews
338,0.3818,Sat Jun 09 00:17:35 +0000 2018,0.0,0.88,0.12,".@POTUS: ""I'm a big, big believer in freedom of the press, but I'm also a believer in classified information has to… https://t.co/tOicEbQOZD",39,FoxNews
339,0.0,Sat Jun 09 00:15:07 +0000 2018,0.0,1.0,0.0,"RT @FoxNewsResearch: G7 Members:
—2018 GDP Estimates—
🇺🇸United States: $20.4 trillion
🇯🇵Japan: $5.2 trillion
🇩🇪Germany: $4.2 trillion
🇫🇷Fra…",40,FoxNews
340,0.0,Sat Jun 09 00:14:23 +0000 2018,0.0,1.0,0.0,RT @FoxBusiness: Markets today: https://t.co/PYZM95vLxS https://t.co/eweDd4EvcS,41,FoxNews
341,0.0,Sat Jun 09 00:10:13 +0000 2018,0.0,1.0,0.0,.@thekatvond says she won't vaccinate her baby https://t.co/gWPIRRQ18f,42,FoxNews
342,-0.0516,Sat Jun 09 00:06:47 +0000 2018,0.079,0.921,0.0,Multiple inquiries into use of force after seven Arizona officers are placed on leave https://t.co/dCEUIX7MOS,43,FoxNews
343,0.0,Sat Jun 09 00:02:48 +0000 2018,0.0,1.0,0.0,"Earlier, @VP Mike Pence visited @WRBethesda to spend time with recovering veterans. #ProudAmerican https://t.co/XLIjleckgO",44,FoxNews
344,-0.5859,Fri Jun 08 23:55:21 +0000 2018,0.255,0.745,0.0,.@RCamposDuffy Rips @NancyPelosi's New Economic Criticism: 'Get Out of Your Penthouse' and Visit 'Forgotten America… https://t.co/4Xo3kCSoqW,45,FoxNews
345,0.2263,Fri Jun 08 23:52:12 +0000 2018,0.0,0.759,0.241,".@POTUS: ""@MittRomney is a straight shooter."" https://t.co/FtXsikIvlB https://t.co/BMzHI8qk3I",46,FoxNews
346,-0.8957,Fri Jun 08 23:49:24 +0000 2018,0.541,0.459,0.0,"Sister of ex-NBA star Kevin Garnett arrested on attempted robbery, bomb threat charges.
https://t.co/ToJ8JSmMlh",47,FoxNews
347,-0.7845,Fri Jun 08 23:47:08 +0000 2018,0.301,0.699,0.0,".@RiccioLaw, attorney for two men falsely accused of rape: ""This does a tremendous disservice [for the #MeToo movem… https://t.co/tagFsGhobm",48,FoxNews
348,-0.7184,Fri Jun 08 23:38:48 +0000 2018,0.462,0.538,0.0,Ancient crucifixion victim offers insight into Jesus’ death. https://t.co/DhG1oceLwf,49,FoxNews
349,-0.0516,Fri Jun 08 23:30:10 +0000 2018,0.079,0.921,0.0,Multiple inquiries into use of force after seven Arizona officers are placed on leave. https://t.co/fNvdQP0cQw,50,FoxNews
350,-0.3612,Fri Jun 08 23:27:11 +0000 2018,0.128,0.872,0.0,".@JMfreespeech on the leaking case: ""As a journalist, we all have to be suspicious of the government's motives.""… https://t.co/G0VUb42Ign",51,FoxNews
351,0.0,Fri Jun 08 23:23:52 +0000 2018,0.0,1.0,0.0,".@AndrewCMcCarthy: ""The leaking of classified information has been outrageous."" #TheStory https://t.co/wGlixBHcip",52,FoxNews
352,-0.6705,Fri Jun 08 23:22:08 +0000 2018,0.333,0.667,0.0,"Florida woman reportedly dragged by alligator into pond confirmed dead, authorities say. https://t.co/TKQBVLwUXy",53,FoxNews
353,-0.2263,Fri Jun 08 23:17:42 +0000 2018,0.102,0.837,0.06,".@TomRtweets on Russia: ""There is no rational excuse for them being part of the G7 at the moment."" #TheStory https://t.co/5x9x4e9mnw",54,FoxNews
354,0.4767,Fri Jun 08 23:12:49 +0000 2018,0.0,0.866,0.134,".@karlrove on @POTUS' comments on bringing Russia back into the G7: ""I'd rather run the world with our friends than… https://t.co/wzT2y6q7mh",55,FoxNews
355,-0.2263,Fri Jun 08 22:56:34 +0000 2018,0.119,0.881,0.0,California kite surfer narrowly misses humpback whale while riding waves near Golden Gate Bridge https://t.co/Gdw89nAB13,56,FoxNews
356,0.0,Fri Jun 08 22:49:08 +0000 2018,0.0,1.0,0.0,"Charles Lane on G7 summit: ""I think what these other countries find so baffling...[@POTUS] is setting up a situatio… https://t.co/2HCZikP403",57,FoxNews
357,0.6808,Fri Jun 08 22:44:29 +0000 2018,0.0,0.763,0.237,".@ByronYork on G7 summit: ""[@POTUS'] theme is always that other countries are taking advantage of the big, rich Uni… https://t.co/l66Pu9elxD",58,FoxNews
358,0.4391,Fri Jun 08 22:40:26 +0000 2018,0.0,0.868,0.132,".@ByronYork on G7 summit: ""[@POTUS] seems totally focused on North Korea. He's going to Canada late, he's leaving e… https://t.co/oHXfQuzaaA",59,FoxNews
359,-0.2023,Fri Jun 08 22:37:20 +0000 2018,0.114,0.886,0.0,World's oldest animal footprints discovered - revealing strange burrowing creature that lived 550M years ago https://t.co/yV413WVHjb,60,FoxNews
360,0.765,Fri Jun 08 22:31:00 +0000 2018,0.0,0.645,0.355,"OPINION: @realDonaldTrump prepares for North Korea summit as a great performer -- like Reagan  
 https://t.co/6ZC5mdyETU",61,FoxNews
361,-0.2023,Fri Jun 08 22:27:00 +0000 2018,0.177,0.696,0.127,.@KimKardashian denies she's become Trump pawn after Alice Marie Johnson granted clemency https://t.co/tlnnAXAVnC,62,FoxNews
362,0.5379,Fri Jun 08 22:26:03 +0000 2018,0.0,0.83,0.17,".@POTUS on G7 summit: ""We had a very, very good meeting on NAFTA with @JustinTrudeau and his representatives.""… https://t.co/oXT5dKPbGU",63,FoxNews
363,0.0,Fri Jun 08 22:21:55 +0000 2018,0.0,1.0,0.0,"'Roseanne' cancellation was a right move for ABC, says former producer https://t.co/aUM44HFiqo",64,FoxNews
364,-0.0422,Fri Jun 08 22:16:12 +0000 2018,0.13,0.747,0.123,"President @realDonaldTrump: ""The United States has had a very big trade deficit for many years with the European Un… https://t.co/DoxPmBq7Fd",65,FoxNews
365,0.0,Fri Jun 08 22:10:49 +0000 2018,0.0,1.0,0.0,New Jersey Trooper pulls over driver who helped deliver him 27 years ago https://t.co/zvRUBuCBNU,66,FoxNews
366,0.5859,Fri Jun 08 22:07:01 +0000 2018,0.0,0.678,0.322,.@MittRomney predicts a @realDonaldTrump win in 2020. #SpecialReport https://t.co/FtXsikIvlB https://t.co/cBlIaz2sMS,67,FoxNews
367,-0.4939,Fri Jun 08 22:04:55 +0000 2018,0.244,0.756,0.0,"Democratic senators accuse Trump of possible leak, call for investigation into jobs report tweet https://t.co/th2LBTdhT4",68,FoxNews
368,0.0,Fri Jun 08 22:04:00 +0000 2018,0.0,1.0,0.0,OPINION: Justify is the story at the Belmont Stakes https://t.co/9jnbegFdbQ,69,FoxNews
369,0.0,Fri Jun 08 22:00:44 +0000 2018,0.0,1.0,0.0,.@Tesla employee spotted slumped over in moving Model S. https://t.co/t2J0N6fyR8,70,FoxNews
370,0.0,Fri Jun 08 21:54:00 +0000 2018,0.0,1.0,0.0,"OPINION: The G7 should listen to Trump or go away.
https://t.co/XNrBhmRyPQ",71,FoxNews
371,0.4588,Fri Jun 08 21:51:00 +0000 2018,0.139,0.567,0.294,"Amid Christian complaints for aid in Iraq, @VP Pence promises quick relief action. https://t.co/z6EDOq6WiA",72,FoxNews
372,0.0772,Fri Jun 08 21:45:40 +0000 2018,0.0,0.909,0.091,'You Used to Be Pals': Ingraham Challenges Jesse Jackson on Opposition to Trump. https://t.co/3qrdOwR3kO,73,FoxNews
373,-0.6705,Fri Jun 08 21:42:00 +0000 2018,0.243,0.757,0.0,Virginia wildlife center takes in 2 black bear cubs after mother is killed by homeowner. https://t.co/9wmeUXI4f6,74,FoxNews
374,0.4767,Fri Jun 08 21:39:36 +0000 2018,0.0,0.728,0.272,".@POTUS signals willingness to back bill easing pot regulation, according to a report. https://t.co/NVuoXc7vk5",75,FoxNews
375,0.7351,Fri Jun 08 21:35:38 +0000 2018,0.0,0.763,0.237,".@POTUS: ""The power to pardon is a beautiful thing. You got to get it right, you got to get the right people.""… https://t.co/DvDmxp1bFM",76,FoxNews
376,0.0,Fri Jun 08 21:25:19 +0000 2018,0.0,1.0,0.0,".@kimguilfoyle: ""The Democrats are out of talking points, but they're not out of gaffes."" #TheFive… https://t.co/9oS95zprPy",77,FoxNews
377,0.4215,Fri Jun 08 21:20:32 +0000 2018,0.0,0.811,0.189,".@POTUS on trade negotiations with Canada: ""We've made a lot of progress today."" https://t.co/WtiUwDHqGI",78,FoxNews
378,0.5267,Fri Jun 08 21:11:51 +0000 2018,0.0,0.779,0.221,The Washington @Capitals return home after winning the team's first #StanleyCup. https://t.co/Dmwa8Y8VBh https://t.co/so89OXn9Yz,79,FoxNews
379,0.4019,Fri Jun 08 21:10:25 +0000 2018,0.0,0.876,0.124,"Ahead of the G7 summit, @POTUS slammed Canada's trade policies with the U.S., saying ""they treat us very unfairly.""… https://t.co/I68IFUycXt",80,FoxNews
380,0.0,Fri Jun 08 21:04:34 +0000 2018,0.0,1.0,0.0,.@POTUS participates in bilateral meeting with Canadian Prime Minister @JustinTrudeau. https://t.co/RICoO1dLwZ https://t.co/oRXNIaCs0J,81,FoxNews
381,0.5859,Fri Jun 08 20:55:11 +0000 2018,0.0,0.808,0.192,Will Justify win the Triple Crown? Meet the undefeated colt that could become a horse racing legend https://t.co/oRxvUsUIIM,82,FoxNews
382,0.296,Fri Jun 08 20:50:23 +0000 2018,0.0,0.784,0.216,Presidential pardons after 18 months in office. @TeamCavuto https://t.co/IdzlhTKrDW,83,FoxNews
383,0.743,Fri Jun 08 20:48:33 +0000 2018,0.082,0.588,0.329,"Anja Manuel: ""Everyone needs friends, including a powerful country like the U.S. So when we have disputes with our… https://t.co/p3BxHyY8fV",84,FoxNews
384,0.0,Fri Jun 08 20:28:46 +0000 2018,0.0,1.0,0.0,Attorney General Jeff Sessions delivers remarks at the 2018 Western Conservative Summit.  (Courtesy: KDVR) https://t.co/SOhsyyWZlG,85,FoxNews
385,0.0,Fri Jun 08 20:18:49 +0000 2018,0.0,1.0,0.0,"Anja Manuel on G7 summit: ""We should be working with our allies, especially the Europeans and Canadians...rather th… https://t.co/r7UYb0rns9",86,FoxNews
386,-0.2263,Fri Jun 08 20:13:13 +0000 2018,0.087,0.913,0.0,Protesters are hitting the streets of Quebec City as world leaders meet for the G7 Summit. @RickLeventhal has the s… https://t.co/2WDzeSP5mR,87,FoxNews
387,0.0,Fri Jun 08 20:11:52 +0000 2018,0.0,1.0,0.0,"RT @FoxBusiness: AT THE CLOSE: The Dow Jones Industrial Average closed the day up 73 points, finishing in the green for the third straight…",88,FoxNews
388,0.0,Fri Jun 08 20:11:33 +0000 2018,0.0,1.0,0.0,".@POTUS kicks off G-7 summit with dings at Canada, Europe over trade policies. @kevincorke has the story.… https://t.co/GvfLQHbqIj",89,FoxNews
389,0.3802,Fri Jun 08 20:08:21 +0000 2018,0.0,0.844,0.156,Farm find! Huge hoard of Dodge and Plymouth cars and trucks heading to auction https://t.co/Sgo0U0rLl3,90,FoxNews
390,-0.2263,Fri Jun 08 19:57:48 +0000 2018,0.293,0.707,0.0,Dairy farmers hit hard by declining milk demand. https://t.co/Vaj83LA8dR,91,FoxNews
391,-0.6486,Fri Jun 08 19:52:13 +0000 2018,0.323,0.677,0.0,Florida wildlife officials find 2 dead dolphins over 24-hour period. https://t.co/VCzsA6itxq,92,FoxNews
392,-0.3109,Fri Jun 08 19:50:39 +0000 2018,0.209,0.646,0.146,RT @FoxBusiness: RECALL ALERT: Kia is recalling about half a million vehicles in the U.S. https://t.co/FG1dqnbwjN,93,FoxNews
393,0.3818,Fri Jun 08 19:46:13 +0000 2018,0.0,0.88,0.12,".@POTUS: ""I'm a big, big believer in freedom of the press, but I'm also a believer in classified information has to… https://t.co/kStBoEC5yX",94,FoxNews
394,0.0,Fri Jun 08 19:42:24 +0000 2018,0.0,1.0,0.0,".@POTUS on North Korea Summit: One-Week Preparations 'Don't Work, Just Ask Hillary' About the Debates  https://t.co/O2rXfdItVp",95,FoxNews
395,0.0,Fri Jun 08 19:31:14 +0000 2018,0.0,1.0,0.0,.@POTUS and other participating politicians at the G7 summit stand outside the Hotel Fairmont Le Manoir in Quebec.… https://t.co/lH5jZ5jBev,96,FoxNews
396,0.0,Fri Jun 08 19:29:05 +0000 2018,0.0,1.0,0.0,.@facebook slammed ahead of @sherylsandberg's @MIT commencement address https://t.co/7P0DD6fMh9,97,FoxNews
397,0.2023,Fri Jun 08 19:22:56 +0000 2018,0.0,0.899,0.101,"OPINION: Suicides of Anthony Bourdain, Kate Spade – and my brother – can teach us important life lessons https://t.co/0tydJlWvvs",98,FoxNews
398,0.0,Fri Jun 08 19:20:00 +0000 2018,0.0,1.0,0.0,What is the G7 summit? An explainer: https://t.co/mnMCQk8Zk9,99,FoxNews
399,0.5719,Fri Jun 08 19:16:25 +0000 2018,0.0,0.802,0.198,"Earlier, @dennisrodman said he is looking forward to President @realDonaldTrump's ""historic success"" at the Singapo… https://t.co/wZlN1sBs4M",100,FoxNews
400,0.8097,Sat Jun 09 07:25:53 +0000 2018,0.0,0.706,0.294,RT @nytopinion: This weekend we are sharing some pieces on music. Think of it as a little inspiration to appreciate the soundtrack of your…,1,nytimes
401,0.0,Sat Jun 09 07:09:23 +0000 2018,0.0,1.0,0.0,"RT @nytimesbusiness: HBO is making a pilot for one of the five ""Game of Thrones"" prequels it has in development https://t.co/EMeqQvEdHQ",2,nytimes
402,-0.25,Sat Jun 09 06:52:51 +0000 2018,0.232,0.595,0.173,"Taliban Announce Brief Cease-Fire, Offering Afghans Hope for Lull in War https://t.co/IlMkkFHSCM",3,nytimes
403,0.7184,Sat Jun 09 06:41:20 +0000 2018,0.077,0.662,0.261,"RT @NYTMetro: Underneath the umbrella: a fascinating photo portfolio of the lifeguards of Jones Beach, in all their stoic, bored, heroic gl…",4,nytimes
404,0.0,Sat Jun 09 06:24:54 +0000 2018,0.0,1.0,0.0,"China’s ZTE— a little-known electronics maker— became an unlikely political football, then an even unlikelier objec… https://t.co/APxvWFepXB",5,nytimes
405,0.357,Sat Jun 09 06:06:12 +0000 2018,0.0,0.879,0.121,"Andrew Rannells: ""I didn't feel jealous; I felt driven. I wanted to be one of those people on the Tonys."" https://t.co/i3LX0WgQBb",6,nytimes
406,0.5859,Sat Jun 09 05:50:04 +0000 2018,0.0,0.743,0.257,Here's who we think will win the Tonys (and who should) https://t.co/ZlqqPQRtvt,7,nytimes
407,0.2732,Sat Jun 09 05:35:00 +0000 2018,0.168,0.584,0.248,Justice Dept. Requests Delay if DACA Injunction Is Issued https://t.co/HB7h98gENy,8,nytimes
408,0.0,Sat Jun 09 05:32:30 +0000 2018,0.0,1.0,0.0,"RT @nytpolitics: The president said that Melania Trump “wanted to go” with him to the Group of 7 summit meeting in Quebec, but was staying…",9,nytimes
409,-0.2023,Sat Jun 09 05:00:08 +0000 2018,0.163,0.708,0.129,"50 years after his death, friends, aides and journalists recall Robert F. Kennedy's last campaign in California, hi… https://t.co/bAveWEnYW5",10,nytimes
410,-0.34,Sat Jun 09 04:45:03 +0000 2018,0.107,0.893,0.0,"In Canada, many observers were calling it the ""G-6 plus 1"" — with President Trump being cast as the irrational, ira… https://t.co/AUbzhnVmGY",11,nytimes
411,-0.0387,Sat Jun 09 04:30:05 +0000 2018,0.052,0.948,0.0,"RT @kenvogel: MANAFORT paid KONSTANTIN KILIMNIK $531k in 2013 &amp; 2014, according to lobbying records, but that covers only a fraction of the…",12,nytimes
412,-0.5574,Sat Jun 09 04:15:04 +0000 2018,0.322,0.53,0.148,What should you do when a loved one is severely depressed? Don’t underestimate the power of showing up. https://t.co/yqRyXmSWiM,13,nytimes
413,0.1027,Sat Jun 09 04:06:01 +0000 2018,0.12,0.741,0.139,"""This should be a grave concern to anyone who cares about an informed citizenry,"" said Eileen Murphy, a spokeswoman… https://t.co/iwMg5Ng7tl",14,nytimes
414,0.2263,Sat Jun 09 04:01:40 +0000 2018,0.0,0.905,0.095,RT @NYTSports: Kevin Durant has been named the MVP of the NBA finals for the second straight year. https://t.co/xSARJQ5MlN,15,nytimes
415,0.0,Sat Jun 09 03:54:22 +0000 2018,0.0,1.0,0.0,The U.S. just beat out China to develop the world’s fastest supercomputer. You’d need 6.3 billion years to match wh… https://t.co/DMGoDUacwv,16,nytimes
416,-0.1027,Sat Jun 09 03:40:03 +0000 2018,0.065,0.935,0.0,"RT @SopanDeb: **NEW**: In a lengthy (and remarkable) interview with Kyrie Irving, he repeatedly questioned whether the Earth is flat or rou…",17,nytimes
417,0.5719,Sat Jun 09 03:29:11 +0000 2018,0.0,0.837,0.163,"Breaking News: The Golden State Warriors have won their third N.B.A. title in four years, sweeping LeBron James and… https://t.co/jbvTIZsZrD",18,nytimes
418,0.3182,Sat Jun 09 03:26:27 +0000 2018,0.13,0.648,0.223,"At a moment of tumult over trade and nuclear security, President Trump is making friends with America’s enemies and… https://t.co/JtgvrhRvJ6",19,nytimes
419,0.7906,Sat Jun 09 02:55:05 +0000 2018,0.045,0.682,0.273,"Discover an ""irony free zone where everything is beautiful and nothing hurts.""

What to watch, what to read and wha… https://t.co/gMtAyyRjDD",20,nytimes
420,0.0,Sat Jun 09 02:36:05 +0000 2018,0.0,1.0,0.0,President Trump suggested the Group of 7 nations reinstate Russia 4 years after it was cast out for annexing Crimea https://t.co/ZQQDfGp5GN,21,nytimes
421,0.0,Sat Jun 09 02:24:01 +0000 2018,0.0,1.0,0.0,"RT @nytopinion: Anthony Bourdain exhorted us to open our eyes -- and our guts -- to the wondrous smorgasbord of life, and to savor every la…",22,nytimes
422,0.296,Sat Jun 09 02:08:01 +0000 2018,0.061,0.826,0.113,"Modern Love: ""I had found a strange liberation in submitting to Dan, but it was only a first step. I wanted the dom… https://t.co/WHIRIHGpqQ",23,nytimes
423,0.0,Sat Jun 09 01:56:23 +0000 2018,0.0,1.0,0.0,"During this season’s playoffs, LeBron James has accounted for nearly a third of the box-score statistics for the Ca… https://t.co/bugUyF7TK4",24,nytimes
424,0.0,Sat Jun 09 01:53:49 +0000 2018,0.098,0.804,0.098,No one in the NBA has come close to LeBron James's share of a team’s production for over 40 years https://t.co/YqE8zZiiWg,25,nytimes
425,0.0772,Sat Jun 09 01:49:04 +0000 2018,0.0,0.929,0.071,Kyrie Irving Doesn’t Know if the Earth Is Round or Flat. He Does Want to Discuss It. https://t.co/1ET48Grban,26,nytimes
426,0.0,Sat Jun 09 01:34:11 +0000 2018,0.0,1.0,0.0,"LIVE: The Golden State Warriors vs. the Cleveland Cavaliers 

Game 4 updates and analysis https://t.co/3DmQOo5lNw",27,nytimes
427,0.0,Sat Jun 09 01:23:06 +0000 2018,0.0,1.0,0.0,"Opinion: If There’s a Red Wave Election in 2018, This Will Be Why https://t.co/B0Nmgi1kdN",28,nytimes
428,0.0,Sat Jun 09 01:04:27 +0000 2018,0.0,1.0,0.0,Opinion: Anthony Bourdain Was the Kind of ‘Bad Boy’ We Need More Of https://t.co/S8JhWFX9Jw,29,nytimes
429,-0.2732,Sat Jun 09 00:50:49 +0000 2018,0.174,0.826,0.0,Trump’s New Plan to Dismantle Obamacare Comes With Political Risks https://t.co/Ju2Fw08xUY,30,nytimes
430,-0.3818,Sat Jun 09 00:36:17 +0000 2018,0.224,0.776,0.0,Press Groups Criticize the Seizing of a Times Reporter’s Records https://t.co/Sqp3BXEBVB,31,nytimes
431,-0.128,Sat Jun 09 00:25:28 +0000 2018,0.067,0.933,0.0,"RT @nytfood: ""Anthony Bourdain entered the literary stage with an inside tip, delivered in the gruff whisper of a racetrack tout: Don’t ord…",32,nytimes
432,0.0,Sat Jun 09 00:05:29 +0000 2018,0.0,1.0,0.0,"2 years ago, we asked Anthony Bourdain to answer a series of questions. He sketched his answers. https://t.co/zP0AIJ1Ce9",33,nytimes
433,0.0,Fri Jun 08 23:49:01 +0000 2018,0.0,1.0,0.0,"About New York: Decades Ago, New York Dug a Moat Around Its Specialized Schools https://t.co/8jOa3pfI75",34,nytimes
434,-0.6124,Fri Jun 08 23:48:34 +0000 2018,0.261,0.625,0.114,"Anthony Bourdain’s death prompted an outpouring of grief and tributes from friends and fans. ""He taught us about fo… https://t.co/JFW4Jh3jO2",35,nytimes
435,0.1027,Fri Jun 08 23:32:28 +0000 2018,0.196,0.58,0.225,"Before the Smiles, Mounting Tensions Between Trudeau and Trump https://t.co/9XH9FvtZn0",36,nytimes
436,0.0,Fri Jun 08 23:30:09 +0000 2018,0.0,1.0,0.0,"The first man in a female ensemble at a major ballet company is gender fluid. Still, he had to remake his body to m… https://t.co/xlEQPUqEMn",37,nytimes
437,-0.4215,Fri Jun 08 23:17:20 +0000 2018,0.219,0.781,0.0,Judge Denies Trump’s Secrecy Claim in Review of Cohen Documents https://t.co/cmqMq2loiu,38,nytimes
438,0.0,Fri Jun 08 23:15:05 +0000 2018,0.0,1.0,0.0,Evening Briefing: Here's what you need to know at the end of the day https://t.co/8y2X6OzAun,39,nytimes
439,-0.6249,Fri Jun 08 23:14:44 +0000 2018,0.338,0.662,0.0,"At Gaza Protests: Kites, Drones, Gas, Guns and the Occasional Bomb https://t.co/cp6xnR0K9p",40,nytimes
440,0.0,Fri Jun 08 23:00:35 +0000 2018,0.0,1.0,0.0,"To Conduct Its Parks Concerts, the Philharmonic Taps a Rising Star https://t.co/eGDvYlMHpo",41,nytimes
441,0.6249,Fri Jun 08 23:00:07 +0000 2018,0.0,0.769,0.231,"A Russian oligarch’s $500 million yacht has 9 decks, 2 heliports and a pool. It’s also the top prize in Britain’s c… https://t.co/mCLj8f8oVH",42,nytimes
442,-0.128,Fri Jun 08 22:46:06 +0000 2018,0.137,0.747,0.116,The powerful conservative donor couple you’ve never heard of: Liz and Dick Uihlein are spending millions to shape a… https://t.co/FH10BFfcNd,43,nytimes
443,0.0,Fri Jun 08 22:31:08 +0000 2018,0.0,1.0,0.0,"American Muslims say they own guns for the same reasons as anyone else: for protection, for hunting, or for their w… https://t.co/kWeSU92P71",44,nytimes
444,-0.4588,Fri Jun 08 22:22:03 +0000 2018,0.158,0.842,0.0,"RT @EnnisNYT: Following acknowledged ""missteps"" that left staffers ""disrespected and uncomfortable,"" John Lasseter, co-founder of Pixar, wi…",45,nytimes
445,0.0,Fri Jun 08 22:16:07 +0000 2018,0.0,1.0,0.0,KFC is testing out a new recipe in Britain that ditches its most famous ingredient: chicken https://t.co/dW0kCZTAcn,46,nytimes
446,0.0,Fri Jun 08 22:01:03 +0000 2018,0.0,1.0,0.0,"Anthony Bourdain’s TV series understood that food is geographical, economic and political, @poniewozik writes https://t.co/7uUA89uHe5",47,nytimes
447,0.5859,Fri Jun 08 21:46:05 +0000 2018,0.071,0.714,0.214,She may already be the best high school runner ever. Now comes the hard part. https://t.co/2vwVW9afJb,48,nytimes
448,0.0,Fri Jun 08 21:31:03 +0000 2018,0.0,1.0,0.0,"If LeBron James wants to beat the Warriors, he may need to take a page out of Kevin Durant’s playbook and find a te… https://t.co/GWmgYLBgT7",49,nytimes
449,0.3612,Fri Jun 08 21:16:01 +0000 2018,0.0,0.898,0.102,"At once a work of social realism and a parable, En El Séptimo Día manages to feel natural as it ratchets with the m… https://t.co/W7IQ62wxjp",50,nytimes
450,0.5859,Fri Jun 08 21:01:06 +0000 2018,0.0,0.853,0.147,RT @NYTSports: Who will win the vote for 2026 World Cup bid? It's Morocco vs. North America. Our vote tracker is live: https://t.co/iNoFwYW…,51,nytimes
451,0.0,Fri Jun 08 20:46:03 +0000 2018,0.0,1.0,0.0,"Suicides may beget other suicides, researchers have found, but only among those already contemplating taking their… https://t.co/BXl3v7e9uT",52,nytimes
452,0.296,Fri Jun 08 20:31:07 +0000 2018,0.061,0.826,0.113,"Modern Love: ""I had found a strange liberation in submitting to Dan, but it was only a first step. I wanted the dom… https://t.co/CEIRQKXki6",53,nytimes
453,0.4767,Fri Jun 08 20:15:11 +0000 2018,0.0,0.846,0.154,RT @TimHerrera: Winners are just people who know when to quit — and do it often https://t.co/qpG6mTOsKK by @superLEE7,54,nytimes
454,0.8555,Fri Jun 08 20:07:39 +0000 2018,0.0,0.539,0.461,"La Malbaie, a Quebec resort town, hopes the Group of 7 will revive a glorious past https://t.co/BoGex42m28",55,nytimes
455,0.0,Fri Jun 08 19:46:01 +0000 2018,0.0,1.0,0.0,"""Anthony Bourdain entered the literary stage with an inside tip, delivered in the gruff whisper of a racetrack tout… https://t.co/jxhEwJEE6a",56,nytimes
456,0.6369,Fri Jun 08 19:31:04 +0000 2018,0.0,0.785,0.215,"Why corporate tax incentives are good for politicians who lure sports teams and companies, even if they can be terr… https://t.co/duCDBHzJR7",57,nytimes
457,0.0,Fri Jun 08 19:20:35 +0000 2018,0.0,1.0,0.0,The U.S. just beat out China to develop the world’s fastest supercomputer. You’d need 6.3 billion years to match wh… https://t.co/T19sWYnXBR,58,nytimes
458,0.0,Fri Jun 08 19:16:04 +0000 2018,0.0,1.0,0.0,"RT @nytfood: This morning’s NYT Cooking newsletter from @SamSifton: a tribute to Anthony Bourdain, a giant of food journalism https://t.co/…",59,nytimes
459,0.7717,Fri Jun 08 19:01:47 +0000 2018,0.0,0.642,0.358,What love looks like over the course of one day in New York https://t.co/8pJm5MnAU2,60,nytimes
460,0.4019,Fri Jun 08 18:46:04 +0000 2018,0.0,0.863,0.137,Trump said he would likely support a legislative proposal that would let states decide whether to legalize marijuana https://t.co/zwu2xJfm2a,61,nytimes
461,0.0,Fri Jun 08 18:31:02 +0000 2018,0.0,1.0,0.0,RT @FrankBruni: Anthony Bourdain exhorted us to savor every last morsel from the smorgasbord of life. In his memory we should do just that.…,62,nytimes
462,-0.2732,Fri Jun 08 18:22:18 +0000 2018,0.11,0.89,0.0,"Breaking News: Paul Manafort, the former Trump campaign chairman, faces new obstruction charges in the Russia case.… https://t.co/mKJ3zkUyVE",63,nytimes
463,0.5719,Fri Jun 08 18:16:04 +0000 2018,0.0,0.761,0.239,"Boris Johnson, Britain’s top diplomat, suggested President Trump would do a better job negotiating Brexit than Tere… https://t.co/D0Zk40CvHK",64,nytimes
464,-0.6124,Fri Jun 08 18:01:06 +0000 2018,0.271,0.611,0.118,"Anthony Bourdain’s death prompted an outpouring of grief and tributes from friends and fans. ""He brought the world… https://t.co/8KPrY5Jcub",65,nytimes
