,Compound Score,Date,Negative Score,Neutral Score,Postive Score,Text,Tweets Ago,Username
196,0.4588,Fri Jun 08 11:08:54 +0000 2018,0.0,0.833,0.167,"While President Trump says he's ""well prepared"" to meet with North Korean leader Kim Jong Un on Tuesday, he also sa… https://t.co/9JDH4hzafA",97,CBSNews
197,-0.0516,Fri Jun 08 11:06:45 +0000 2018,0.059,0.941,0.0,President Trump will leave the White House shortly to begin several days of high-stakes diplomacy. At the G7 summit… https://t.co/EfEa0Qn8vG,98,CBSNews
198,-0.6486,Fri Jun 08 10:59:55 +0000 2018,0.193,0.807,0.0,The youngest sister of Queen Maxima of Holland has been found dead in her apartment in Argentina's capital… https://t.co/4CP4azaRWs,99,CBSNews
199,0.0,Fri Jun 08 10:41:34 +0000 2018,0.0,1.0,0.0,We're in Quebec and Singapore with what to expect from today's G-7 in Canada and the June 12th summit with North Ko… https://t.co/K6pTEAZDuI,100,CBSNews
200,0.0,Sat Jun 09 07:31:08 +0000 2018,0.0,1.0,0.0,The world's highest glass bridge will soon be home to the world's highest bungee jump https://t.co/fAaotSRizW via… https://t.co/t4WbdUBMFL,1,CNN
201,0.0,Sat Jun 09 07:16:00 +0000 2018,0.0,1.0,0.0,"Steamboat Geyser in Yellowstone National Park is erupting unusually often. One June 4, the geyser had its eighth er… https://t.co/kzJPr5HFmj",2,CNN
202,-0.2732,Sat Jun 09 07:01:07 +0000 2018,0.104,0.896,0.0,"Researchers are looking into the possibility of using blood tests to predict a woman's risk of premature birth, whi… https://t.co/vJZFkJZz7U",3,CNN
203,0.0,Sat Jun 09 06:46:00 +0000 2018,0.0,1.0,0.0,Watch these homes being built using a 3D printer https://t.co/igaBP4k4F8 https://t.co/cpQ97vRD2k,4,CNN
204,0.0,Sat Jun 09 06:31:07 +0000 2018,0.0,1.0,0.0,KFC says it will break with its meat-loving tradition and begin testing a vegetarian alternative to chicken later t… https://t.co/WfVJGm649F,5,CNN
205,0.2263,Sat Jun 09 06:16:00 +0000 2018,0.0,0.894,0.106,This Army soldier traveled from Iraq for his daughter’s graduation and surprised her at the rehearsal… https://t.co/5UKjPCDo5W,6,CNN
206,0.0,Sat Jun 09 06:01:07 +0000 2018,0.0,1.0,0.0,This is the poem a kindergarten teacher hung up so her students know what to do in a school shooting… https://t.co/Tf587ohFnZ,7,CNN
207,0.8519,Sat Jun 09 05:46:00 +0000 2018,0.0,0.646,0.354,Ever felt like your vacation would make a good blockbuster movie? This tour company aims to capture your travel exp… https://t.co/DsmmE2rdJx,8,CNN
208,0.7351,Sat Jun 09 05:16:00 +0000 2018,0.0,0.677,0.323,This delivery man is being praised for taking a welcome mat's quirky instructions literally https://t.co/JTIKQxzCvS https://t.co/rZCmomGUOb,9,CNN
209,0.0258,Sat Jun 09 05:01:04 +0000 2018,0.0,0.942,0.058,Organic matter has been found on Mars in soil samples the Curiosity rover took from 3 billion-year-old mudstone in… https://t.co/QrC1BQMFkl,10,CNN
210,0.4215,Sat Jun 09 04:46:00 +0000 2018,0.0,0.781,0.219,BlackBerry still hopes its keyboard keeps fans coming back https://t.co/AodQi1UcNt https://t.co/r2CaKtagX7,11,CNN
211,-0.3597,Sat Jun 09 04:31:04 +0000 2018,0.146,0.773,0.082,"Venezuela ranks as the most dangerous country in the world for the second straight year, according to a new Gallup… https://t.co/ywDhdCxqJn",12,CNN
212,0.0,Sat Jun 09 04:16:00 +0000 2018,0.0,1.0,0.0,This surveillance camera footage from last weekend shows a tiny asteroid that NASA says disintegrated over southern… https://t.co/f10F3pY2Rw,13,CNN
213,0.0,Sat Jun 09 04:01:07 +0000 2018,0.0,1.0,0.0,Time cover gets Trump just right | By Michael D'Antonio via @CNNOpinion https://t.co/3Na14xHBeg https://t.co/MtWRm0tvV9,14,CNN
214,0.5859,Sat Jun 09 03:46:00 +0000 2018,0.0,0.847,0.153,"One step on the island of Bermuda, and it's impossible not to be moved by its beauty, history, simplicity and charm… https://t.co/FUbBJgpbPn",15,CNN
215,0.8225,Sat Jun 09 03:41:59 +0000 2018,0.0,0.65,0.35,The Golden State Warriors clinched their third NBA championship title in four years with a decisive 108-85 win over… https://t.co/xFuSWVjOK6,16,CNN
216,0.0,Sat Jun 09 03:38:22 +0000 2018,0.0,1.0,0.0,"Manuel Antonio Cano Pacheco grew up in Iowa. He was sent back to Mexico because of misdemeanor convictions, ICE say… https://t.co/AHXBMGozjb",17,CNN
217,0.4767,Sat Jun 09 03:31:17 +0000 2018,0.0,0.853,0.147,"As family and friends watch at a distance, phones set to record, a man places a watermelon into an alligator's jaws… https://t.co/IwsAdq0ACH",18,CNN
218,0.4939,Sat Jun 09 03:16:04 +0000 2018,0.1,0.667,0.233,What's the secret to Okinawans' long life? Experts argue that though a combination of good genes and healthy lifest… https://t.co/YqGC9CbZTo,19,CNN
219,-0.3781,Sat Jun 09 03:12:27 +0000 2018,0.108,0.839,0.053,"RT @CNNTonight: ""Tony came raw to the picture, he came with his history of his own demons, he didn't hide that he had these terrible proble…",20,CNN
220,0.0,Sat Jun 09 03:01:00 +0000 2018,0.0,1.0,0.0,What is 5G? It's a wireless network technology that will change everything from how you use your phone to how self-… https://t.co/zsnqRVLTtA,21,CNN
221,0.4939,Sat Jun 09 02:46:00 +0000 2018,0.0,0.856,0.144,IHOP says it's changing name to IHOb. Many major companies also have rebranded — some successfully and some not so… https://t.co/Iogr95BePz,22,CNN
222,-0.8074,Sat Jun 09 02:35:58 +0000 2018,0.269,0.691,0.04,"RT @CuomoPrimeTime: .@chriscuomo: Suicide is a dirty secret in our society. It is a plague. 

Reach out. Don’t wonder whats going on. Ask t…",23,CNN
223,0.0,Sat Jun 09 02:31:06 +0000 2018,0.0,1.0,0.0,"Gloria Williams, who nearly two decades ago took a baby girl from a Florida hospital and raised the child as her ow… https://t.co/Di4Q1jkO6v",24,CNN
224,-0.6705,Sat Jun 09 02:16:43 +0000 2018,0.267,0.648,0.085,"RT @CuomoPrimeTime: .@davidaxelrod remembers Anthony Bourdain as well his father, a victim of suicide, and says stigma surrounding the topi…",25,CNN
225,-0.6249,Sat Jun 09 02:16:07 +0000 2018,0.186,0.814,0.0,"Dean Blanchard's home in coastal Louisiana bayou country is in crisis.

According to the US Geological Survey, more… https://t.co/CBjgkN5iKx",26,CNN
226,-0.5994,Sat Jun 09 02:01:06 +0000 2018,0.231,0.769,0.0,The world reacts to the death of chef and storyteller Anthony Bourdain https://t.co/THajnhq5qZ https://t.co/P0xv9EWnEe,27,CNN
227,0.0,Sat Jun 09 02:00:54 +0000 2018,0.0,1.0,0.0,"RT @CuomoPrimeTime: Former aide to Donald Trump's presidential campaign, Michael Caputo, breaks with President Trump’s G8 proposal but says…",28,CNN
228,0.0,Sat Jun 09 01:51:09 +0000 2018,0.0,1.0,0.0,The kingdom that China just can't flip https://t.co/HCW0Ai23dg https://t.co/AcIGdp0nYQ,29,CNN
229,0.6369,Sat Jun 09 01:46:00 +0000 2018,0.0,0.794,0.206,Egypt is building The Grand Egyptian Museum. The cost? More than $1 billion. It will re-house and restore some of t… https://t.co/b0U21oIXxf,30,CNN
230,-0.7506,Sat Jun 09 01:41:04 +0000 2018,0.314,0.686,0.0,How the Trump administration's latest attack on Obamacare could gut protections for the sick https://t.co/k1amBXucg0 https://t.co/aKKVqLIMbI,31,CNN
231,0.0,Sat Jun 09 01:37:46 +0000 2018,0.0,1.0,0.0,"Non-biodegradable chemicals called PFAS have been found in snow all over the world -- even here in the Antarctic, w… https://t.co/Rgq2GxmK4k",32,CNN
232,0.296,Sat Jun 09 01:31:08 +0000 2018,0.0,0.891,0.109,"From pardons to Pruitt: Another long, busy week in the Trump White House | Analysis by CNN's Saba Hamedy… https://t.co/L8venqdXDa",33,CNN
233,0.2023,Sat Jun 09 01:21:05 +0000 2018,0.0,0.909,0.091,Illinois Republicans in Congress are making an urgent plea to President Donald Trump: Don't let Rod Blagojevich off… https://t.co/GkgxlLl8c0,34,CNN
234,0.6478,Sat Jun 09 01:17:38 +0000 2018,0.0,0.782,0.218,"RT @CuomoPrimeTime: Anthony Bourdain friend Andrew Zimmern: ""Tony was one of the most important cultural interpreters of our time... its a…",35,CNN
235,-0.4215,Sat Jun 09 01:09:03 +0000 2018,0.203,0.676,0.122,"Suicide prevention: here's how you can help | By Ford Vox, a physician specializing in rehabilitation medicine. Via… https://t.co/Y3UI22Mrro",36,CNN
236,0.0,Sat Jun 09 01:03:10 +0000 2018,0.0,1.0,0.0,"RT @OutFrontCNN: ""People think, 'well, you're a priest, you know the answers to all of these mysteries,' and of course, I really don't."" -…",37,CNN
237,0.0,Sat Jun 09 01:01:08 +0000 2018,0.0,1.0,0.0,"HBO has ordered a pilot for a possible ""Game of Thrones"" prequel https://t.co/oRHLNujAVC https://t.co/wEWCD5dsYZ",38,CNN
238,0.0,Sat Jun 09 00:51:04 +0000 2018,0.0,1.0,0.0,The only world leader who can rely on Trump is Vladimir Putin | By Frida Ghitis via @CNNOpinion… https://t.co/BlG4bVtzLY,39,CNN
239,0.4939,Sat Jun 09 00:48:32 +0000 2018,0.086,0.709,0.205,"RT @AC360: .@andersoncooper: We have lost a friend, a travel companion who was always up for an adventure and one of this country’s greates…",40,CNN
240,0.0,Sat Jun 09 00:46:00 +0000 2018,0.0,1.0,0.0,"Steamboat Geyser in Yellowstone National Park is erupting unusually often. One June 4, the geyser had its eighth er… https://t.co/0XsZbucBdo",41,CNN
241,0.0,Sat Jun 09 00:41:04 +0000 2018,0.0,1.0,0.0,Hilary Duff is expecting her second child https://t.co/vZxOVXqCa1 https://t.co/cBore5R9Qu,42,CNN
242,-0.4588,Sat Jun 09 00:32:40 +0000 2018,0.143,0.857,0.0,"Organizers of a fashion show in Saudi Arabia used drones to display female clothes, drawing ridicule on social medi… https://t.co/isu6bOsjW9",43,CNN
243,-0.6705,Sat Jun 09 00:21:05 +0000 2018,0.256,0.744,0.0,Authorities believe a woman who disappeared Friday morning while walking beside a lake died after being bitten by a… https://t.co/u4CMVAsSu7,44,CNN
244,-0.0258,Sat Jun 09 00:12:21 +0000 2018,0.108,0.788,0.103,A traffic stop led to a surprise reunion between a New Jersey state trooper and a retired police officer who delive… https://t.co/V7PyYaWkF9,45,CNN
245,0.4019,Sat Jun 09 00:01:06 +0000 2018,0.0,0.856,0.144,Oscar-winning actress and screenwriter Emma Thompson was awarded a damehood in Queen Elizabeth II's 2018 birthday h… https://t.co/MpbkSoKANN,46,CNN
246,-0.296,Sat Jun 09 00:01:00 +0000 2018,0.217,0.664,0.119,"Krill are critical to the fight against climate change: These tiny creatures help capture carbon dioxide, offsettin… https://t.co/rFCDH4RU81",47,CNN
247,0.4019,Fri Jun 08 23:57:51 +0000 2018,0.0,0.828,0.172,"RT @CNNTonight: A CNN Special Tribute, Remembering Anthony Bourdain airs tonight at 10pm ET https://t.co/s3Kt4FknHq",48,CNN
248,-0.296,Fri Jun 08 23:51:05 +0000 2018,0.176,0.824,0.0,"Charles Krauthammer, the famed conservative columnist, informed readers that he is confronting an aggressive form o… https://t.co/YlUKUqKPuH",49,CNN
249,0.2263,Fri Jun 08 23:46:00 +0000 2018,0.0,0.899,0.101,This US Army soldier traveled from Iraq for his daughter’s graduation and surprised her at the rehearsal… https://t.co/2DZKKlFYTc,50,CNN
250,-0.34,Fri Jun 08 23:41:04 +0000 2018,0.124,0.876,0.0,"Bodycam video of a teenage boy's arrest has resulted in another internal investigation of the Mesa, Arizona, Police… https://t.co/SueFGA7107",51,CNN
251,0.0,Fri Jun 08 23:41:00 +0000 2018,0.0,1.0,0.0,You may think of the Antarctic as pristine wilderness. Nope: It's already showing the effects of human activity tho… https://t.co/TRVm40oyqj,52,CNN
252,0.0,Fri Jun 08 23:36:04 +0000 2018,0.0,1.0,0.0,"John Lasseter will be leaving Disney at the end of the year, the company said.

Lasseter, who was the chief creativ… https://t.co/OyEkJ3EaGS",53,CNN
253,-0.7269,Fri Jun 08 23:31:10 +0000 2018,0.319,0.681,0.0,A man in Texas nearly died after the severed head of a rattlesnake bit him https://t.co/XzVvLtnBjn https://t.co/is7JZcglWQ,54,CNN
254,0.5994,Fri Jun 08 23:26:03 +0000 2018,0.0,0.766,0.234,"Tonight in a special tribute, we remember and share the legacy of chef, storyteller and colleague Anthony Bourdain. https://t.co/E65oxBeKtq",55,CNN
255,0.765,Fri Jun 08 23:21:07 +0000 2018,0.145,0.526,0.329,The race to save the Great Barrier Reef? A coral fertility treatment designed to help damaged parts of the reef is… https://t.co/tA96U8jYZx,56,CNN
256,0.8519,Fri Jun 08 23:16:00 +0000 2018,0.0,0.646,0.354,Ever felt like your vacation would make a good blockbuster movie? This tour company aims to capture your travel exp… https://t.co/yl6n8SxDCS,57,CNN
257,-0.8074,Fri Jun 08 23:11:05 +0000 2018,0.289,0.711,0.0,Israeli soldiers on Friday killed four Palestinians and wounded more than 600 others protesting in Gaza along the f… https://t.co/beW7cn612c,58,CNN
258,0.7964,Fri Jun 08 23:01:20 +0000 2018,0.0,0.722,0.278,"RT @AC360: Tonight, we take the full hour to remember the life of our friend and colleague Anthony Bourdain.

Join us for a special tribute…",59,CNN
259,0.0,Fri Jun 08 23:01:03 +0000 2018,0.0,1.0,0.0,Anthony Bourdain was a voice for the underdog | By Alice Driver via @CNNOpinion https://t.co/4ZCPEdEfjk https://t.co/PBr9BuHwwS,60,CNN
260,-0.5994,Fri Jun 08 22:54:26 +0000 2018,0.145,0.855,0.0,"RT @CNNSitRoom: ""In death, as in life, Bourdain has brought the world closer together. He tried through his television shows and books to s…",61,CNN
261,-0.4939,Fri Jun 08 22:51:04 +0000 2018,0.144,0.856,0.0,A total 62 people have suffered Ebola hemorrhagic fever in the Democratic Republic of the Congo since the first cas… https://t.co/kqNLlDoavt,62,CNN
262,0.7351,Fri Jun 08 22:46:00 +0000 2018,0.0,0.677,0.323,This delivery man is being praised for taking a welcome mat's quirky instructions literally https://t.co/JTIKQxzCvS https://t.co/oXlrZuuiKQ,63,CNN
263,-0.25,Fri Jun 08 22:41:03 +0000 2018,0.13,0.787,0.083,A Virginia jury has found former CIA case officer Kevin Mallory guilty of transmitting secret and top secret docume… https://t.co/sZWhmszfGt,64,CNN
264,0.0,Fri Jun 08 22:31:07 +0000 2018,0.0,1.0,0.0,"In the Maldives, a resort offers endangered sea turtles a new life #WorldOceansDay https://t.co/lQp6cRpv18 https://t.co/Zt5iCH2Hy6",65,CNN
265,0.128,Fri Jun 08 22:24:26 +0000 2018,0.098,0.78,0.122,After President Trump's lawyers sought to keep their protest over privilege in Michael Cohen's seized documents con… https://t.co/3e8dbqfi1R,66,CNN
266,0.0,Fri Jun 08 22:21:07 +0000 2018,0.0,1.0,0.0,President Trump says he wants to meet with NFL players and athletes who kneel during the National Anthem so they ca… https://t.co/6MOM4UuM28,67,CNN
267,0.6369,Fri Jun 08 22:16:11 +0000 2018,0.0,0.802,0.198,"RT @CNNSitRoom: Trump says he’ll ask athletes who kneel during anthem to recommend people for pardoning

""Handing out 'Get Out of Jail Free…",68,CNN
268,0.4215,Fri Jun 08 22:16:00 +0000 2018,0.0,0.781,0.219,BlackBerry still hopes its keyboard keeps fans coming back https://t.co/AodQi1UcNt https://t.co/4oRjSYSt3z,69,CNN
269,0.0,Fri Jun 08 22:01:04 +0000 2018,0.0,1.0,0.0,Are windowless planes the future of travel? https://t.co/fxFOb8RjZ1 https://t.co/MQkm7jtR4j,70,CNN
270,-0.2732,Fri Jun 08 21:51:04 +0000 2018,0.1,0.9,0.0,Now is not the time to cut off AIDS funding | By Joe Biden and Bill Frist via @CNNOpinion https://t.co/mCxxZWiivR https://t.co/D3tAGsi1Wt,71,CNN
271,0.0,Fri Jun 08 21:46:00 +0000 2018,0.0,1.0,0.0,This surveillance camera footage from last weekend shows a tiny asteroid that NASA says disintegrated over southern… https://t.co/XPwCbcVTee,72,CNN
272,0.0,Fri Jun 08 21:41:05 +0000 2018,0.0,1.0,0.0,"As the #MeToo movement resurfaced, Anthony Bourdain wrote that he stood ""unhesitatingly and unwaveringly"" with wome… https://t.co/0fMpYQA72v",73,CNN
273,-0.6597,Fri Jun 08 21:36:07 +0000 2018,0.252,0.748,0.0,Chinese government hackers have stolen large swaths of highly sensitive data on undersea warfare from a Navy contra… https://t.co/UbRl89uQjt,74,CNN
274,0.0,Fri Jun 08 21:31:39 +0000 2018,0.0,1.0,0.0,"Penguins, Seals, and Krill: Antarctica's fragile food chain | via @CNNVR https://t.co/jVb9dbzVcA https://t.co/EEFb7xStuG",75,CNN
275,-0.4767,Fri Jun 08 21:29:39 +0000 2018,0.119,0.881,0.0,RT @CNNSitRoom: President Trump says Russia should be reinstated to the G7 summit. Russia was suspended from the group in 2014 after the ma…,76,CNN
276,-0.5267,Fri Jun 08 21:26:06 +0000 2018,0.167,0.833,0.0,The International Criminal Court has reversed the conviction of the former Vice President of the Democratic Republi… https://t.co/QXMKeNiVEv,77,CNN
277,-0.5222,Fri Jun 08 21:22:54 +0000 2018,0.236,0.66,0.105,RT @TheLeadCNN: Robert Mueller's special counsel's office hit former Trump campaign chairman Paul Manafort with two more criminal charges a…,78,CNN
278,0.0,Fri Jun 08 21:21:07 +0000 2018,0.0,1.0,0.0,"The US has withdrawn two more people from the US embassy in Havana, Cuba, due to health concerns, according to a se… https://t.co/sfLa3FR4Wb",79,CNN
279,0.2732,Fri Jun 08 21:16:00 +0000 2018,0.0,0.9,0.1,"First responders in Russellville, Arkansas, went above and beyond the call of duty to surprise a teen with autism a… https://t.co/i2jXXWsmYb",80,CNN
280,0.0,Fri Jun 08 21:11:07 +0000 2018,0.0,1.0,0.0,The world's highest glass bridge will soon be home to the world's highest bungee jump https://t.co/aXXb5ZbpBV via… https://t.co/ti89eWBycQ,81,CNN
281,0.5267,Fri Jun 08 21:02:21 +0000 2018,0.0,0.871,0.129,RT @TheLeadCNN: We called it out with Obama and we will call it out with Trump: The Justice Department seizing a reporter’s phone and email…,82,CNN
282,-0.8074,Fri Jun 08 21:01:48 +0000 2018,0.278,0.722,0.0,"RT @CNNnewsroom: CNN's Erica Hill mourns the death of Anthony Bourdain: ""He was an incredibly gifted chef ... and a masterful storyteller.…",83,CNN
283,0.0,Fri Jun 08 21:01:08 +0000 2018,0.0,1.0,0.0,Anthony Bourdain's life in pictures https://t.co/is5mJldryI https://t.co/01UrJiYyIr,84,CNN
284,-0.2732,Fri Jun 08 20:51:06 +0000 2018,0.104,0.896,0.0,"Researchers are looking into the possibility of using blood tests to predict a woman's risk of premature birth, whi… https://t.co/gGybmynZAx",85,CNN
285,0.0,Fri Jun 08 20:46:04 +0000 2018,0.0,1.0,0.0,"Anthony Bourdain's ""Kitchen Confidential"" became Amazon's top-selling book after the chef and television host's dea… https://t.co/rM4AOMBupn",86,CNN
286,0.5859,Fri Jun 08 20:46:00 +0000 2018,0.074,0.703,0.223,"Tyler Soloman wiped tears of joy off his face after his father, who'd been deployed overseas, surprised Tyler by sh… https://t.co/Thg0mxkvp6",87,CNN
287,0.0,Fri Jun 08 20:41:06 +0000 2018,0.0,1.0,0.0,President Trump is dressed as a king on the new Time magazine cover https://t.co/NxcNy1BWy4 https://t.co/Q2XrjRE4ip,88,CNN
288,-0.1779,Fri Jun 08 20:36:07 +0000 2018,0.138,0.756,0.107,"Bond has been set for National Security Council contractor Martese Edwards, who was arrested outside the White Hous… https://t.co/mujt59MqSz",89,CNN
289,-0.296,Fri Jun 08 20:31:00 +0000 2018,0.217,0.664,0.119,"Krill are critical to the fight against climate change: These tiny creatures help capture carbon dioxide, offsettin… https://t.co/iJc68S2Ws0",90,CNN
290,-0.4404,Fri Jun 08 20:26:06 +0000 2018,0.146,0.854,0.0,The Philadelphia Police Department has announced a new policy on handling trespassing calls after the arrests of tw… https://t.co/vV3ZM8oHVb,91,CNN
291,0.0,Fri Jun 08 20:21:03 +0000 2018,0.0,1.0,0.0,Secretary of State Mike Pompeo reiterated US calls for North Korea to completely rid itself of all remnants of its… https://t.co/kmwpJmGoZt,92,CNN
292,0.0,Fri Jun 08 20:16:00 +0000 2018,0.0,1.0,0.0,Watch these homes being built using a 3D printer https://t.co/igaBP4k4F8 https://t.co/Y608587isj,93,CNN
293,0.4767,Fri Jun 08 20:11:00 +0000 2018,0.0,0.853,0.147,"As family and friends watch at a distance, phones set to record, a man places a watermelon into an alligator's jaws… https://t.co/K31KxdDFLq",94,CNN
294,-0.0516,Fri Jun 08 20:01:05 +0000 2018,0.101,0.808,0.091,"Carl Higbie, a top staffer at a non-profit group closely aligned with President Donald Trump, resigned his post thi… https://t.co/LAZwpo4oqF",95,CNN
295,0.0,Fri Jun 08 19:51:07 +0000 2018,0.0,1.0,0.0,"Anthony Bourdain ""gave us a world that we didn't know we needed. He gave us stories of people we didn't know we lov… https://t.co/Fz4P1hGpJx",96,CNN
296,0.0,Fri Jun 08 19:46:00 +0000 2018,0.0,1.0,0.0,"From delivery to aviation, Dubai is at the forefront of drone experimentation. Here's a look at what the future hol… https://t.co/JhIzPa2ZSr",97,CNN
297,0.4939,Fri Jun 08 19:41:04 +0000 2018,0.0,0.849,0.151,"In honor of the 70th anniversary of Porsche's first car, here are stories behind the brand's best-loved designs… https://t.co/CX6eRWJa2F",98,CNN
298,-0.6705,Fri Jun 08 19:36:04 +0000 2018,0.243,0.757,0.0,"A US service member was killed Friday in southern Somalia, according to US military officials… https://t.co/cAoCFIfETc",99,CNN
299,0.3612,Fri Jun 08 19:31:00 +0000 2018,0.0,0.848,0.152,3D-printed concrete houses are coming to the Netherlands. Here's what they look like. https://t.co/uWmF4SVZCg https://t.co/GqaIuT0Vic,100,CNN
300,-0.6705,Sat Jun 09 07:15:00 +0000 2018,0.243,0.757,0.0,Virginia wildlife center takes in 2 black bear cubs after mother is killed by homeowner. https://t.co/9wmeUXZF6E,1,FoxNews
301,-0.7964,Sat Jun 09 07:02:00 +0000 2018,0.415,0.585,0.0,"Elderly woman, 90, assaulted in her sleep, police search for attacker. https://t.co/3dbhOnFQsx",2,FoxNews
302,-0.2263,Sat Jun 09 06:47:00 +0000 2018,0.119,0.881,0.0,California kite surfer narrowly misses humpback whale while riding waves near Golden Gate Bridge. https://t.co/m9UHsvNalZ,3,FoxNews
303,0.0,Sat Jun 09 06:31:01 +0000 2018,0.0,1.0,0.0,".@kimguilfoyle: ""The Democrats are out of talking points, but they're not out of gaffes."" #TheFive… https://t.co/c45DYXOMOW",4,FoxNews
304,0.7351,Sat Jun 09 06:14:00 +0000 2018,0.0,0.763,0.237,".@POTUS: ""The power to pardon is a beautiful thing. You got to get it right, you got to get the right people.""… https://t.co/FKu8KOXdbI",5,FoxNews
305,0.0,Sat Jun 09 06:02:00 +0000 2018,0.0,1.0,0.0,'Game of Thrones' prequel pilot reportedly ordered by HBO. https://t.co/CF0tw2rULa,6,FoxNews
306,-0.2732,Sat Jun 09 05:45:00 +0000 2018,0.259,0.741,0.0,Mueller files new charges against Manafort. https://t.co/QNkuqA3Ud8,7,FoxNews
307,-0.0422,Sat Jun 09 05:26:00 +0000 2018,0.115,0.776,0.109,".@POTUS at the G7 summit: ""The United States has had a very big trade deficit for many years with the European Unio… https://t.co/T32Q4JY8u8",8,FoxNews
308,0.0,Sat Jun 09 05:14:00 +0000 2018,0.0,1.0,0.0,"New Jersey Trooper pulls over driver who helped deliver him 27 years ago. 
https://t.co/iGO91Qf6EE",9,FoxNews
309,-0.6705,Sat Jun 09 05:02:00 +0000 2018,0.333,0.667,0.0,"Florida woman reportedly dragged by alligator into pond confirmed dead, authorities say. https://t.co/TKQBVLOvP6",10,FoxNews
310,0.738,Sat Jun 09 04:46:00 +0000 2018,0.0,0.72,0.28,".@POTUS: “You can not leak classified information. At the same time, we need freedom of the press.” https://t.co/zonzNQelY2",11,FoxNews
311,-0.0516,Sat Jun 09 04:31:00 +0000 2018,0.079,0.921,0.0,Multiple inquiries into use of force after seven Arizona officers are placed on leave. https://t.co/scIwVBpXXf,12,FoxNews
312,-0.5267,Sat Jun 09 04:15:00 +0000 2018,0.207,0.793,0.0,.@MarcThiessen: Obama took lying to new heights with the Iran deal. (via @FoxNewsOpinion) https://t.co/4acHiGr1Qq,13,FoxNews
313,-0.8225,Sat Jun 09 04:05:59 +0000 2018,0.559,0.441,0.0,"1 US soldier killed, 4 wounded in Somalia attack. https://t.co/rUNGe9pHb2",14,FoxNews
314,-0.6597,Sat Jun 09 04:03:00 +0000 2018,0.293,0.707,0.0,"Indiana high school teacher claims he was forced to resign because of transgender policy.
https://t.co/OPZDu65iWo",15,FoxNews
315,0.4404,Sat Jun 09 03:51:04 +0000 2018,0.0,0.847,0.153,JUST IN: Golden State @Warriors sweep the @Cavs for their 3rd @NBA championship title in 4 years.… https://t.co/6hGH0s10WA,16,FoxNews
316,-0.5574,Sat Jun 09 03:46:00 +0000 2018,0.175,0.825,0.0,"Philly mayor dances after sanctuary city ruling, despite past crimes in the city tied to illegal immigrants. https://t.co/93PXsH2eTX",17,FoxNews
317,0.5859,Sat Jun 09 03:01:00 +0000 2018,0.0,0.808,0.192,Will Justify win the Triple Crown? Meet the undefeated colt that could become a horse racing legend. https://t.co/HPfg2KQNTl,18,FoxNews
318,0.6124,Sat Jun 09 02:55:53 +0000 2018,0.09,0.672,0.239,"Lou Holtz on Trump, NFL feud: ""Let's not use sports in order to promote a cause. We're there to win a championship,… https://t.co/GrBNTEZV38",19,FoxNews
319,0.0,Sat Jun 09 02:51:55 +0000 2018,0.0,1.0,0.0,"Lou Holtz on @Eagles controversy: ""The locker room belongs to the players of the @NFL. They can say anything they w… https://t.co/LnZMUhci6r",20,FoxNews
320,0.2285,Sat Jun 09 02:40:38 +0000 2018,0.057,0.8,0.142,".@michaelmalice on NK meeting: ""It doesn't really matter in a sense what's agreed to. What matters is, how can we t… https://t.co/0nkipN8v1R",21,FoxNews
321,0.0,Sat Jun 09 02:37:30 +0000 2018,0.0,1.0,0.0,"Michael Pillsbury: ""[@POTUS has] previewed his approach to trade and to summits, that he wants to get all the playe… https://t.co/qw52p4v7jx",22,FoxNews
322,0.0,Sat Jun 09 02:32:05 +0000 2018,0.0,1.0,0.0,'Game of Thrones' prequel pilot reportedly ordered by HBO https://t.co/nQtXTriwJm,23,FoxNews
323,0.0,Sat Jun 09 02:23:54 +0000 2018,0.0,1.0,0.0,".@POTUS ahead of G7 summit: ""We have massive trade deficits with almost every country. We will straighten that out.… https://t.co/ds9Bv7Mhae",24,FoxNews
324,0.34,Sat Jun 09 02:08:18 +0000 2018,0.0,0.882,0.118,".@USCG Cutter Thetis crewmembers offloaded more than a ton of marijuana, with a street value of about $2 million, a… https://t.co/HT80cC2VJm",25,FoxNews
325,-0.4939,Sat Jun 09 01:57:58 +0000 2018,0.244,0.756,0.0,"Democratic senators accuse @POTUS of possible leak, call for investigation into jobs report tweet. https://t.co/4ugTykbylS",26,FoxNews
326,0.0,Sat Jun 09 01:46:33 +0000 2018,0.0,1.0,0.0,".@Mark_Penn on the Mueller probe: ""I think our Constitution is being stepped on."" #Hannity https://t.co/Puf44fEaAQ",27,FoxNews
327,-0.128,Sat Jun 09 01:35:42 +0000 2018,0.214,0.611,0.176,.@POTUS says he'll ask protesting athletes for pardon referrals. https://t.co/MgQh249zkk,28,FoxNews
328,0.3182,Sat Jun 09 01:28:52 +0000 2018,0.0,0.874,0.126,".@JudgeJeanine on the upcoming @justiceoig report on the Clinton investigation: ""Look here's the truth, the inspect… https://t.co/uQlLjeQmnj",29,FoxNews
329,0.0,Sat Jun 09 01:25:09 +0000 2018,0.0,1.0,0.0,".@LouDobbs: ""The president has communicated this week in his body language, his words, his actions, just how on top… https://t.co/j7LlcfMw6s",30,FoxNews
